time,region_1,region_2,region_3,region_4,region_5
0,1.4271,1.5521,1.2439,1.2088,1.5358
1,1.2834,1.0994,1.2132,1.3375,1.5085
2,1.0512,1.5488,1.4132,1.6248,1.482
3,1.1637,0.2517,1.1865,0.3869,1.032
4,1.4782,0.7431,0.5021,1.4611,0.3381
5,0.9575,0.7881,0.6176,0.7763,0.9147
6,0.4148,1.8458,0.6156,0.702,0.4136
7,1.6716,0.8765,0.366,0.4793,0.8381
8,0.4829,1.9524,1.381,0.2391,1.0531
9,1.8926,1.0021,0.4336,0.4359,1.2361
10,0.3362,0.617,0.4505,0.6975,0.8727
11,0.7021,1.4952,1.2504,1.0547,0.7622
12,0.7441,0.9868,0.3673,1.0913,0.3392
13,0.5059,1.0333,1.1121,1.7007,1.7321
14,1.3893,0.3012,0.9234,1.2809,1.0746
15,1.2209,1.0781,0.2506,0.8693,0.7323
16,1.152,0.6634,2.2582,0.8968,1.525
17,1.5309,1.2558,0.9153,1.5924,1.4693
18,1.0899,1.7488,0.8133,1.1974,0.4096
19,1.8431,0.1749,0.5409,1.2922,0.6567
20,1.2822,0.5554,0.9297,0.5738,0.5283
21,0.4415,1.6773,0.3282,1.4574,1.111
22,0.4486,0.5705,1.6436,0.6506,1.0143
23,1.0463,0.7334,1.1805,1.7338,0.5608
24,1.4648,0.235,0.7863,1.7442,0.8183
25,1.3539,0.607,0.7072,0.649,1.0379
26,0.8584,0.4335,0.6446,0.9506,0.5073
27,0.4744,1.604,0.5475,1.914,0.7545
28,0.7111,1.3776,0.4313,1.1607,0.8487
29,1.3135,1.5251,0.6976,0.4931,1.6296
30,1.3722,0.7149,1.8574,0.9646,2.0311
31,1.6568,1.686,0.891,1.2985,0.7581
32,0.5483,0.54,1.1451,0.911,1.7921
33,0.5763,0.782,0.5371,0.7866,0.6389
34,1.018,0.6834,1.6557,0.5554,0.6822
35,0.591,0.5936,1.3865,1.7377,1.4158
36,1.426,1.9454,2.0156,0.9894,0.5901
37,0.9306,0.6981,1.2159,0.3265,0.5076
38,1.9362,2.0644,0.8616,1.0983,1.0362
39,1.5523,0.7493,0.6533,0.8687,1.1533
40,0.8754,0.8627,0.9057,0.7409,0.3509
41,0.575,1.7642,0.8884,1.4052,0.6904
42,0.4634,0.6484,1.0249,0.4019,1.1096
43,1.372,0.7273,0.9431,1.2137,1.974
44,0.6141,1.2908,0.6761,0.7049,0.6183
45,0.7445,0.7825,0.7628,0.9754,0.6786
46,0.9348,0.5835,0.5506,0.6956,1.9953
47,0.8007,0.3296,0.3234,2.0694,0.3693
48,1.9171,1.4674,0.9718,0.2001,0.4019
49,1.5412,0.7021,1.0125,0.7869,1.9354
50,1.9808,0.5804,0.7772,0.2164,1.0427
51,1.2507,1.0048,0.8251,0.5165,0.8146
52,1.4692,0.8296,0.4968,0.7399,1.2175
53,0.6264,1.1271,1.1244,0.9861,1.1372
54,0.3909,1.2054,1.367,0.9854,1.8803
55,0.4404,2.0048,1.5672,0.9523,1.3252
56,1.3157,2.0338,1.315,1.6896,0.6193
57,0.6018,0.4972,0.8667,1.6659,1.5293
58,0.5851,0.7775,1.4169,1.0706,0.5961
59,0.4201,1.3656,0.7163,1.2314,0.5697
60,1.0082,0.6792,0.7006,0.9882,1.0775
61,1.8313,1.4115,0.9056,0.5387,0.7953
62,2.0676,0.6429,1.7574,1.2143,1.4846
63,0.6479,0.5064,1.5241,1.1223,1.8262
64,0.7379,0.9165,0.7924,0.7518,0.5115
65,0.8474,1.8707,0.4797,1.2352,0.6839
66,2.1923,0.9995,0.8439,1.2452,1.4434
67,0.4645,0.7038,0.7162,0.4531,1.8492
68,2.1127,0.5077,0.4659,0.8558,0.6447
69,0.582,0.5775,1.1535,1.6955,1.3071
70,1.6997,0.4455,0.7643,0.9113,1.7388
71,0.7434,0.8669,1.5346,0.4619,1.8835
72,0.7101,0.6936,0.9135,0.5604,1.1599
73,1.6287,0.9572,0.3744,1.1023,0.7211
74,0.6717,0.3732,0.7214,0.503,1.9434
75,1.0553,0.9228,1.4289,0.7194,1.0423
76,0.8504,0.9608,1.6778,0.2822,0.6342
77,1.5945,1.3492,0.5271,1.7013,1.1353
78,0.8575,1.8646,0.4405,1.5659,1.5354
79,1.6943,0.7171,1.7803,0.8916,0.6986
80,0.9057,0.6247,1.4064,1.3136,0.9053
81,1.2334,0.7207,0.4782,1.1158,0.7584
82,0.5967,1.0584,0.9645,1.0449,0.7488
83,0.3702,0.7562,1.6012,1.2891,0.6183
84,0.904,0.6117,1.3256,0.4544,0.7622
85,0.6471,0.4103,0.8608,0.8829,1.0107
86,1.4529,0.6138,0.9321,0.3648,1.7033
87,0.9003,0.8524,0.4711,0.7443,0.4744
88,1.0749,1.0154,0.9617,2.0298,1.2706
89,1.0775,1.087,1.2654,2.3204,0.9668
90,1.0139,1.0529,0.9954,1.0156,0.2556
91,0.569,1.1022,0.4362,0.8392,1.6034
92,0.971,0.8303,1.6024,1.2413,0.7157
93,1.1694,0.7061,1.4707,0.9554,1.5225
94,1.271,0.9641,1.0251,0.3595,0.7322
95,0.7662,0.891,0.7119,1.0086,0.764
96,0.2584,1.8533,1.8305,0.6123,2.0615
97,1.962,1.6973,1.3763,0.6457,1.1251
98,0.4607,1.5231,0.4196,1.8245,0.8106
99,0.2678,0.3931,0.4896,0.755,1.4039
