time,region_1,region_2,region_3,region_4,region_5
0,1.5226,1.2073,1.8227,1.7036,1.0801
1,0.5746,1.6806,1.661,0.9713,0.9328
2,0.64,1.1389,0.5446,1.5897,1.1695
3,0.5359,0.6085,0.2884,0.9356,1.4064
4,0.794,0.6188,0.7377,0.9023,0.327
5,0.7169,0.6723,1.0179,0.6096,0.6424
6,1.0448,1.1952,0.8513,1.7217,1.4199
7,1.3543,1.006,2.16,1.9402,1.7036
8,0.8233,1.4029,0.5157,0.5732,0.7518
9,1.6181,1.5106,0.8799,0.4598,2.0954
10,1.517,0.4223,1.4757,1.1998,0.7435
11,0.8634,1.4556,0.6227,1.5331,0.7021
12,1.2641,0.7967,2.1324,0.6722,1.1851
13,1.0889,0.9964,0.9975,0.9026,1.0372
14,0.2265,0.6087,2.1922,0.8552,0.8223
15,1.6123,1.7134,1.3458,0.9378,1.3985
16,0.4645,1.081,0.7796,2.1387,0.8021
17,0.3924,1.7794,1.0772,0.869,1.1236
18,1.0836,1.0704,1.4945,0.2549,2.077
19,0.8367,0.8362,1.5156,0.3731,1.2684
20,0.7612,1.1041,1.4386,0.5119,0.8268
21,2.1011,0.7293,0.815,0.663,1.835
22,0.5486,1.415,1.6517,0.3275,1.706
23,1.9582,0.9469,0.7519,1.0058,0.7068
24,2.1015,0.6689,1.9549,0.9486,1.833
25,1.3007,1.761,1.1299,0.9231,0.5826
26,0.7982,0.724,1.3936,1.2643,1.2803
27,0.5878,1.3898,0.8904,1.6294,0.4865
28,1.7261,0.4685,1.0702,0.7699,1.1934
29,1.7587,0.7772,0.7581,1.2495,1.4296
30,0.7321,0.9928,0.3233,0.4283,1.9396
31,0.5702,0.3197,1.5378,0.9216,1.6475
32,2.0065,0.7156,0.6653,1.403,0.2089
33,0.672,0.5282,0.9747,1.149,0.9102
34,0.8453,1.1492,1.0671,1.8225,1.5447
35,0.9886,1.5703,0.9339,0.4577,0.6802
36,1.4489,0.7206,1.8114,0.4006,1.8129
37,0.556,0.5084,1.3281,1.6251,1.3236
38,0.7087,0.7898,0.7817,1.9465,0.558
39,1.814,1.3957,0.58,1.6501,1.4139
40,0.601,0.7429,1.0319,1.091,0.4613
41,0.7618,1.0044,0.5548,1.2917,0.8956
42,1.6683,1.7716,1.304,0.263,0.6857
43,0.522,1.4452,1.8989,0.7769,1.2221
44,1.1625,0.6784,0.855,0.7741,1.1725
45,1.9083,2.1576,1.455,0.289,1.1035
46,1.121,0.8586,1.2901,0.8606,0.7206
47,0.4494,0.524,2.0987,0.791,1.0373
48,0.9077,1.47,0.6937,1.1539,1.4521
49,1.2416,0.4656,1.4712,1.0613,0.2894
50,0.3994,2.2519,1.5418,0.3223,0.8231
51,0.8922,0.4607,1.2151,1.6023,1.2112
52,0.7513,0.5444,0.245,0.7432,1.275
53,1.8045,1.2421,0.7051,1.1016,0.7833
54,0.8478,1.8543,0.7226,0.6713,0.8274
55,1.9393,1.2732,0.2469,0.4598,1.2371
56,0.3748,0.9774,0.162,0.4758,1.2934
57,0.543,1.0285,0.9556,1.7428,0.4584
58,1.0322,2.1412,1.4333,0.7437,0.7324
59,1.4551,0.799,1.259,1.604,1.1683
60,1.253,1.3868,0.215,0.822,0.6629
61,1.0775,0.5505,0.9065,0.8048,1.1688
62,0.6797,1.8223,1.1143,0.5016,0.7192
63,1.2187,1.4423,1.189,2.2655,0.5218
64,0.9712,1.4315,1.2538,1.033,1.9105
65,1.2072,0.9192,0.5161,0.7551,0.8015
66,1.1029,0.9577,0.8233,1.6963,1.6466
67,1.4092,1.0849,2.2082,1.7755,1.2894
68,0.8406,0.804,0.8554,0.8867,1.9378
69,1.8306,0.867,0.6979,0.8369,0.5872
70,1.2063,0.5261,0.6969,1.4076,0.956
71,0.575,0.792,1.03,0.6915,1.1668
72,0.7088,0.5901,1.4407,1.2392,1.3283
73,1.1311,0.8371,1.5329,1.0199,0.425
74,0.7463,1.3379,1.2216,1.8483,0.4229
75,1.0075,1.482,1.5621,1.8592,2.107
76,1.4119,0.9701,1.8277,1.2433,0.5937
77,1.2143,0.6998,0.5953,0.8408,0.3362
78,1.5427,1.3199,1.0755,0.6844,0.8586
79,0.7867,1.0094,1.1344,2.0626,0.7579
80,0.9221,1.4876,1.1179,0.9225,1.2059
81,0.3575,1.247,0.7055,1.4772,0.4698
82,1.976,0.2905,0.9772,1.3618,0.6864
83,0.8087,1.8038,1.34,0.4759,1.6103
84,0.7133,0.6089,1.6652,0.9107,0.7008
85,0.8101,0.8697,1.6217,1.1402,1.0947
86,1.0001,1.5714,1.0084,1.3378,1.2774
87,0.4094,1.4196,1.2038,0.9098,0.6825
88,0.6439,0.86,1.0414,0.9196,1.7138
89,1.8149,1.1171,0.6311,0.3629,2.05
90,1.4234,0.332,1.0795,0.9508,1.0607
91,1.6272,1.1046,1.3182,1.7868,0.7019
92,0.5302,0.9182,0.8145,0.4423,0.9168
93,0.7612,0.4771,0.5355,0.7424,0.3831
94,0.6363,0.8467,0.7771,0.4318,0.3255
95,1.2438,0.8167,1.0777,0.445,0.9549
96,0.9382,0.5797,0.9057,0.474,2.2963
97,1.609,1.5101,1.3434,0.9105,0.3547
98,1.7712,0.5404,0.5386,1.7199,1.6772
99,1.6267,1.203,1.1226,1.2382,0.4314
