time,X,Y,Z,pitch,roll,yaw
0,-1.6330704032730226,2.1861105382185677,2.744851286892263,0.17255360100198242,0.02911371057753274,-0.540141416249533
1,-1.8292241723665243,-2.833397959242294,-2.175708802324172,-0.16086435388984474,0.25364364474404316,-0.06997536442922668
2,-3.1579018553022835,1.455557504114006,1.3491389157132003,0.4975772231923868,0.5427767179572015,-0.6374064874027492
3,2.5060682474223044,2.077429938315973,-3.8109771903503984,0.12730131058193664,0.02786035378046235,-0.5063177137433698
4,-2.730403172749056,1.9134532588347282,-3.1316944816350087,0.3742307269641415,-1.1133368228713185,0.07273332334224122
5,4.302408453264606,0.6837703309470349,1.9885401425378375,0.09839571475909924,0.20972237902603272,-0.7296112457398163
6,0.18170435760519568,0.12405436088332329,1.6289305538850973,-0.010653464514077083,0.3448254988340805,-1.3499252074837602
7,-1.635687691751552,0.6820512401849113,-2.4062226473629154,0.7159788701714663,0.15471803876019313,-0.06162343498234281
8,-1.656970672351723,1.637595025775839,-0.3768853403259005,0.32414753404011776,-0.1049937087817349,0.7052219318561923
9,1.7409600556058034,1.686367507883563,-2.824739168869873,-0.005523485633476268,-0.06448942246365692,0.17852492164333827
10,0.6921488767619504,-2.016261202827249,2.0091497758858856,-0.2564946968689064,0.5314684096857739,-1.4813975245123001
11,0.8622585365003104,-1.4107672474061148,-2.744801153437964,0.032713983258188,0.08754601791315912,-0.08745569270586244
12,-1.369714644665187,0.811879283876226,0.689323132001643,0.30622368848445,1.374885882887365,-0.1216717764127678
13,4.3593736446290805,-2.9143258462203554,1.451009424563482,1.018921061832171,-0.16323088277071157,-0.09539322365805164
14,-0.3397461435669286,0.8594795890332613,-1.9339172037168701,0.6880754914105753,0.5002931976239251,0.2573446068759135
15,-2.053790836423175,-2.0063407046079984,0.8741422532532233,0.3129549297153222,0.384371148034382,-1.0817305308420797
16,0.03656792329646852,-0.07860297104804946,2.858692463488747,0.325891376898076,0.30133812881804095,0.36656924693042436
17,2.489435183071665,1.3908057970664813,-0.6095469077496686,-0.19603624731845534,0.3202217279240112,-0.6182364710932043
18,3.174151989515171,-0.9966189460724966,-0.40677910378635757,0.3911356907261549,-0.1469534620291126,-0.30998146098654233
19,0.8709010501958995,-1.8991766941769366,3.5526424304951782,-0.0327436642745785,-0.5858902691556044,0.27972609052926123
20,0.8839245580520527,-2.8894871494731253,-1.3881360764219142,0.5574719113037179,-0.0635915607580403,0.48922755910426097
21,-0.8571103219411154,-3.512465483382252,3.8128269802063652,1.0229978936557487,0.2958466481058559,0.5234025834560971
22,1.1540485031803034,-0.37163103823217924,0.06425183831525633,0.4725003182539356,-0.48574829768045424,0.111563522335055
23,0.04166392771780205,0.26112555458310305,-3.631632918681288,0.3122511832234498,0.048522469545555454,0.18961334683036127
24,-5.27561746936922,-0.27043145791733414,-0.8248769414547084,0.3205789646920179,0.18375363957741106,0.4425098601289251
25,0.5295859237010213,4.776096412627379,-3.6016647666185295,0.634894864197435,-0.2741540346000324,0.16331778914454365
26,-2.7729650890467608,1.4214998190652557,1.7985656747804,-0.30768565686497734,-0.5342102307630335,0.36398516384896384
27,0.4475909886506026,0.9220912171503202,-4.481174554056611,-0.6324481301613276,-0.3160484160302924,0.15573075840390524
28,-0.7483466938168253,0.8515618184396986,2.9851972636580775,-0.2418453487758388,-0.44709728888336703,-0.8441640801621243
29,3.6303130030742228,-2.3575364844798288,2.8056018524231243,-0.4500642809081548,-0.911046483943567,0.34475203461271525
30,-1.3607767689257524,1.8735012580922368,-0.8942956538979189,0.5089437092730846,-0.05210399939320784,0.3675481929092829
31,-0.9879656862156526,1.3792812173750375,0.7389600377920983,0.5221110202217948,0.4684050591438087,0.717173035367458
32,-0.04487332941862021,2.5473065271509716,2.7401899818320605,0.5260710348012735,-0.7457747067268647,-0.13266804781252406
33,-1.2010364608938777,1.7198085342310696,-0.153193328085605,0.24879452042396924,0.1923779996266566,0.9449210548470873
34,-0.8375576775646488,0.5916068050211447,-1.5798418431510002,-0.3774784772793069,-0.39774513613188556,0.15239743833902486
35,0.6170169592595488,-1.93344140968254,-4.526932599143365,-1.0901553501284662,-0.7065356495513535,-0.49909997598094885
36,0.8073618106089521,0.7654543705643797,-0.5330114786117011,-0.011613579614457687,-0.09665325513884686,-0.6947760801572104
37,-3.049870001649292,1.8615503511365854,0.5030466155277407,0.9364860306664944,0.17693584427490625,0.25404362208999637
38,2.962215401113729,-0.4826852881780151,1.7669896812818517,0.13305773998879158,0.9246979979530071,0.3815418871428492
39,-0.17089748249118128,-1.2198571785758878,3.495992517462005,0.2064603289785463,0.8170369114593823,0.04173450539222014
40,2.272612137276625,2.1472507857387577,1.9607556908218735,-1.0395638200485702,0.24474435243012738,-0.564956574849529
41,0.7221527617433782,2.9174607169963993,-6.825064993902401,-0.38073490299701307,0.13471697108043468,0.005000529647746599
42,-2.1104495852574905,1.5785010004725848,-0.5181139219177315,0.18135020359730927,-0.8396225904225416,0.5925173981793149
43,-0.7384070952752814,3.5683333006507483,-0.7744776828858011,0.2671896701780976,-0.8885988510494388,0.47769915414888636
44,2.579592895522164,3.9957657634837975,-2.09060847727321,0.5830252982731231,0.7187887738981839,-0.1551908692174403
45,-0.6570629905426165,5.099054377032175,3.5070031080892856,0.17493141116457134,0.11531783281571523,0.13256371156911767
46,2.2434089837816416,3.6264754648668496,0.14557098306059427,0.4252770220240687,-1.2163205480892934,0.20658356961242788
47,-2.200716520725519,-0.505864674066354,0.6075131922977769,-0.02835917681577333,0.227451725125735,0.2431948591512145
48,1.8594462795370732,-0.8826119880378975,0.2913661029896023,-0.4805069883360208,-0.10001900164954064,1.2812036719920428
49,-2.7081698796048177,0.36136488390872146,-1.0518804611281483,-0.046847770858788766,0.07669419079208016,-0.17373609377371274
