time,region_1,region_2,region_3,region_4,region_5
0,0.6877,1.5705,0.7659,1.7862,1.8097
1,1.0732,1.1669,1.519,1.7931,1.6507
2,0.5941,2.0733,0.9656,0.9849,1.6539
3,1.0154,0.5811,0.8361,1.0745,0.8463
4,0.2958,0.6189,0.8237,1.4576,0.7812
5,1.3292,0.7125,0.4479,1.839,0.7164
6,2.1698,0.9062,0.8246,0.7853,0.7491
7,1.4893,1.8116,0.9734,0.2979,1.0253
8,0.6635,1.4646,1.5272,1.1997,0.7956
9,0.2978,0.7402,1.1635,1.3654,0.3853
10,1.7454,1.7943,0.5861,0.4373,0.6311
11,1.1038,0.5028,0.6372,0.9289,1.4984
12,0.6955,0.5575,0.7653,1.9946,0.8968
13,0.4331,1.1062,0.3778,1.2612,1.7792
14,0.9233,1.8108,1.0121,1.1083,1.2454
15,0.3734,2.0482,0.7963,0.7381,1.6304
16,1.3844,0.8031,0.9774,0.5323,0.6812
17,1.5781,0.8805,1.9946,1.5804,1.8073
18,0.4236,0.5876,0.9577,0.7265,1.0783
19,0.1981,1.2216,0.5868,0.5849,1.0348
20,0.7277,0.9521,0.5172,1.2147,0.6128
21,1.0046,0.9924,1.3529,1.571,0.9061
22,1.8952,1.3417,0.8477,0.5594,1.1727
23,0.9998,0.463,0.3189,1.922,0.8915
24,0.7517,1.2355,1.1564,0.4713,0.8225
25,1.5881,0.5732,1.2887,0.4341,0.9679
26,0.7506,0.8463,1.377,1.5027,1.113
27,0.5468,1.0027,1.243,0.8189,1.5576
28,0.6806,0.2644,1.143,1.6476,0.842
29,0.4359,0.7437,0.2078,1.0869,1.2628
30,0.1971,0.7436,0.788,0.8951,0.9539
31,0.8769,1.2905,0.8023,1.1229,0.7529
32,1.3874,0.2468,0.6275,0.5313,1.1914
33,0.3624,0.723,1.8787,1.0787,0.9974
34,0.9341,1.7069,0.6895,2.0708,1.3202
35,1.4029,1.1808,1.0918,1.0062,1.211
36,0.7452,0.718,0.3782,0.3327,1.0472
37,0.9328,0.7352,0.606,0.5745,0.4353
38,1.1254,1.0694,0.9958,1.2262,0.6558
39,1.8558,1.7838,0.519,2.2174,0.4067
40,0.4418,0.5921,0.835,0.9934,1.5774
41,1.289,1.636,1.1711,0.3799,0.6431
42,0.9827,0.4512,1.1748,0.4175,0.6682
43,1.6505,1.0945,0.4623,0.3492,0.7498
44,1.4721,0.8055,0.7136,0.4905,0.776
45,0.3373,1.0933,1.3024,1.2258,1.4588
46,0.9129,0.8606,0.6956,0.5311,0.5179
47,1.0808,0.7491,1.1041,0.3846,1.4236
48,0.5942,1.1757,0.6526,2.1299,1.53
49,0.9092,2.1148,1.0393,0.6554,1.1163
50,1.3141,0.7368,0.7488,0.3549,0.6011
51,0.6404,0.6501,0.7332,0.9441,1.6355
52,1.1468,0.2986,1.0866,0.8646,0.9904
53,0.4346,0.5972,1.1713,0.9416,1.4335
54,0.4627,1.7026,1.1574,1.2554,1.9764
55,0.9195,0.5096,0.8816,1.543,1.6759
56,0.5233,1.1105,0.8599,0.9567,0.6388
57,1.3451,0.7345,1.1516,0.5119,1.5577
58,0.4543,1.7763,1.2451,0.6706,1.5113
59,0.9202,0.416,0.7681,0.878,0.562
60,0.6131,0.7975,0.7583,1.2127,0.882
61,0.6385,0.7191,0.5795,1.786,1.8091
62,0.4783,0.7635,0.5892,1.8181,0.9849
63,1.5891,0.9166,1.1757,0.5432,0.5484
64,1.2774,0.9248,1.0407,1.0318,1.0909
65,0.8621,1.2554,0.7628,0.6646,0.4216
66,1.9842,1.3915,1.3065,1.1121,0.8238
67,0.2568,1.3989,1.6706,1.6526,0.8054
68,0.9371,1.6627,1.088,1.4072,2.1755
69,0.8302,1.3913,0.6353,2.2524,1.084
70,0.2776,1.1468,1.5703,0.6622,0.4335
71,0.9707,1.5422,0.886,0.5706,1.8244
72,0.6892,0.4255,1.409,1.4991,0.5178
73,0.941,0.8781,0.5638,0.5466,0.5706
74,0.6482,0.3636,1.1214,0.39,0.5283
75,1.3963,0.7894,0.9453,0.5226,0.9006
76,1.1056,0.8426,0.9451,0.5753,1.2091
77,1.7268,1.2292,2.1323,1.1651,0.1427
78,0.6035,0.3845,2.1878,1.4763,1.2234
79,1.1667,0.8749,1.3007,1.1135,2.0015
80,2.0348,0.8801,0.567,1.2171,1.6193
81,1.1416,1.5637,0.6399,0.5598,1.0986
82,1.1296,1.5638,2.1566,0.9862,0.3565
83,1.4834,0.6276,0.8789,1.3024,0.2781
84,0.646,1.3069,1.0802,1.7906,1.1683
85,0.4652,2.0867,1.72,0.8302,0.7982
86,0.7624,1.1769,0.7866,0.4836,0.7539
87,1.1034,0.5206,0.4728,0.4013,1.0359
88,0.836,0.6083,1.0748,0.9797,1.6581
89,0.6349,1.259,0.6237,0.4774,0.6681
90,0.7776,2.0465,0.8335,0.7407,0.4696
91,1.5228,1.7403,0.461,0.9194,2.1158
92,1.2429,2.0801,1.1779,0.259,0.6201
93,1.1008,1.1658,0.9594,2.0443,0.5779
94,0.9822,1.2785,1.4348,1.9438,0.3748
95,1.4656,0.4749,0.6713,1.6864,0.6689
96,1.6738,0.6466,1.0388,1.0798,1.2409
97,1.0713,0.5719,0.76,1.5072,1.8998
98,1.2832,0.7665,0.4138,2.1234,1.3792
99,1.4906,0.4311,0.9596,1.0134,0.3515
