time,region_1,region_2,region_3,region_4,region_5
0,0.8624,1.6701,1.1151,2.0088,1.2508
1,0.8193,0.6581,1.0238,1.2387,1.9002
2,1.1546,1.978,0.8164,1.4131,0.722
3,1.1957,0.7813,0.468,1.2138,0.9797
4,1.1253,0.4899,0.6526,0.7154,0.4167
5,0.6673,1.1546,0.8492,0.7801,0.5715
6,0.4259,0.9095,0.9659,0.6812,0.4156
7,1.739,2.0069,1.6051,1.6469,1.7696
8,0.3589,0.6977,0.6057,0.5191,1.0282
9,1.5012,0.4483,1.1275,0.7946,0.7458
10,1.2365,0.587,0.8768,1.8387,1.6483
11,0.7785,0.3899,1.2508,0.4007,2.207
12,0.8244,1.3184,1.2539,0.9069,2.078
13,1.9917,1.1207,0.2489,0.8975,0.7001
14,0.5956,0.8649,0.7788,1.2523,0.9978
15,0.5669,1.3587,0.6679,1.3908,0.7455
16,0.7753,1.6852,0.5089,0.9092,0.7382
17,1.8602,0.5441,0.5523,1.5373,0.8457
18,0.4866,1.6239,0.9184,0.3203,1.3784
19,1.8542,0.3684,0.5687,1.4776,0.5874
20,0.3962,1.3246,0.7247,0.6449,0.7336
21,1.3903,1.4363,1.0024,0.6406,0.3594
22,0.7099,1.0698,0.7218,0.739,0.3424
23,1.2863,1.0583,1.2661,0.6716,1.0237
24,1.0275,0.6482,0.6614,0.5957,0.2724
25,1.7431,1.3512,1.4078,0.2933,1.1196
26,0.8201,1.478,1.0842,1.9679,0.6231
27,1.1313,0.8343,0.53,1.7383,0.8228
28,0.924,1.1956,0.5706,1.3199,0.9755
29,1.004,0.377,1.0087,1.4341,1.2084
30,1.5763,0.5524,1.4359,1.3332,1.4755
31,1.5637,0.7667,0.3223,0.9438,1.9082
32,1.3964,0.3035,0.3613,1.0389,1.7475
33,1.1674,0.9144,1.5714,2.1166,0.7742
34,0.9537,0.6571,0.475,1.4235,1.1847
35,1.0731,1.5397,0.8375,0.9245,0.3412
36,1.9507,0.6454,1.2942,0.6419,1.2728
37,1.4532,1.5451,0.3795,1.1585,0.5988
38,1.3943,0.7135,0.7816,0.6137,0.3696
39,1.1293,0.5033,0.7945,0.8763,0.9072
40,1.0597,0.4396,1.6631,0.8004,0.6623
41,0.992,0.4931,1.1892,1.6193,0.6952
42,0.6051,1.0104,0.9716,1.1776,0.6819
43,1.1978,1.1037,1.7206,1.7364,0.6723
44,0.397,0.4734,1.5477,0.6153,0.5411
45,0.9314,0.4971,0.7391,1.0988,0.6038
46,0.296,1.22,0.6411,1.2909,0.6576
47,1.2559,1.1676,0.3067,0.6597,1.3287
48,0.6112,1.5629,0.8941,0.3782,2.0501
49,1.0106,0.6271,0.7944,2.1286,0.6218
50,0.5435,1.9345,1.2587,0.4949,1.3862
51,1.1998,1.0459,1.2003,1.2173,1.6338
52,1.8534,0.3545,0.9148,0.6791,0.752
53,1.3812,0.7586,1.0864,1.3757,0.5079
54,0.6778,1.3218,1.1142,1.9744,0.7174
55,0.6936,0.7987,0.4539,1.6689,1.866
56,1.0981,0.4763,0.4563,0.9235,1.1443
57,0.4187,0.6924,1.1534,0.604,1.2007
58,0.445,0.8437,0.6053,1.4583,1.6953
59,0.612,0.6707,0.7103,0.9822,1.1489
60,0.6772,1.4624,0.9104,0.4715,0.7444
61,1.563,1.0443,0.6545,1.1832,0.8616
62,0.6966,0.3556,1.5388,1.658,1.8541
63,0.7443,2.0084,1.2927,1.0329,0.4987
64,1.1866,0.4734,1.368,1.3877,1.2202
65,1.4624,1.8442,0.6548,0.571,0.5838
66,0.8856,0.5163,0.6655,1.1627,1.8119
67,0.9581,1.2334,1.3701,1.4016,0.7037
68,1.151,0.7815,0.6807,1.224,1.8319
69,0.6138,0.8296,0.5767,1.4668,1.4937
70,0.6372,2.0449,1.5949,1.1218,0.663
71,1.1655,0.7672,0.5952,1.5642,1.3201
72,0.9103,0.7043,1.8834,0.2902,0.7969
73,1.9424,0.538,0.9677,0.2835,0.6158
74,1.2914,0.5969,1.4965,0.4688,0.7455
75,0.9744,1.4186,1.8236,1.0178,1.434
76,0.9371,0.7012,1.2772,1.4896,0.4233
77,1.7004,0.957,1.326,0.7741,0.5718
78,1.1359,0.828,0.3752,0.3665,1.129
79,0.4188,1.4374,1.1228,0.8769,0.7315
80,1.6404,1.8069,0.934,0.8266,1.1329
81,0.9024,0.4415,0.7525,0.3659,1.6201
82,0.308,1.5014,1.9931,0.5769,2.1423
83,1.8299,1.6011,0.5205,0.7705,0.9997
84,0.9642,1.2199,0.9898,0.897,0.9098
85,0.7079,0.537,0.5508,1.638,1.8609
86,0.4077,0.3351,0.3698,0.5449,0.6809
87,1.1401,1.0232,0.8966,0.6906,0.6769
88,2.1316,2.1645,0.5262,0.4497,0.5063
89,0.6655,1.0623,1.1227,1.4993,0.6201
90,1.0498,0.4451,1.1896,0.9422,0.4191
91,1.0344,1.237,0.6377,1.7284,0.3228
92,0.5241,1.253,0.4404,0.7948,0.7204
93,1.0448,0.9804,1.2188,1.2776,2.2606
94,1.0959,1.7592,1.2236,0.5223,0.4901
95,0.5657,0.7365,1.0166,0.5803,0.4784
96,0.3062,1.2361,1.341,1.5557,0.8218
97,1.4964,1.1447,0.4051,0.5174,1.8414
98,0.5957,1.5422,1.3046,0.8139,1.0469
99,0.82,1.1211,0.3973,0.6692,0.7276
