time,region_1,region_2,region_3,region_4,region_5
0,1.504,1.2726,1.4505,1.8521,1.8585
1,1.0305,1.4157,1.0985,1.5757,1.0225
2,0.3345,0.3377,0.7441,0.7673,0.9998
3,0.8931,1.2664,0.9007,1.0255,1.109
4,0.7358,0.8822,0.7297,1.4577,0.616
5,0.282,0.3641,0.5671,0.3266,1.1067
6,1.0018,0.3126,1.362,0.7546,1.4006
7,1.1098,0.9532,1.205,1.4392,0.6233
8,1.7447,0.6695,0.2467,1.5508,0.7346
9,0.6112,1.5075,0.8637,1.8461,0.1994
10,1.5408,0.6342,1.0953,2.1038,1.0542
11,1.9418,2.1638,0.7626,0.8333,0.5349
12,1.3816,1.5548,0.8797,1.2162,1.4925
13,0.3859,1.6733,1.0201,1.6864,0.5923
14,0.8772,1.3354,0.989,1.2234,1.6407
15,0.4734,0.8964,0.9585,0.5181,0.5357
16,0.9664,0.3846,1.2692,1.0329,0.4275
17,1.0174,0.4429,0.4309,0.5981,0.9501
18,0.4875,0.5871,1.8087,1.7964,0.4702
19,0.8461,0.9017,0.6208,0.6334,1.5494
20,0.9587,2.089,0.3469,1.5354,1.7084
21,0.8139,1.5438,1.085,0.6078,0.6132
22,0.848,0.959,1.9412,1.6717,0.9901
23,0.7971,0.8101,0.617,1.1645,1.4305
24,0.5478,0.6974,1.0378,1.2035,0.9505
25,0.6412,0.3468,1.4315,1.2872,1.3289
26,0.5862,0.7342,1.4127,1.1944,1.6798
27,0.6628,1.035,0.5922,0.6968,0.6092
28,1.567,0.6421,0.9611,1.3611,0.7273
29,0.6722,0.4572,1.0086,1.1541,0.7094
30,2.0021,0.7308,0.5642,0.9787,1.2586
31,0.2467,0.8845,1.0229,0.3473,0.3376
32,0.4792,0.9516,2.0191,0.3011,0.3393
33,0.6513,0.6391,1.1932,1.2856,0.5468
34,1.2456,1.6552,0.8953,0.6715,0.7869
35,1.2276,0.4545,1.6458,0.6653,0.8809
36,0.3892,1.7811,0.5725,1.2658,1.3558
37,1.2739,0.8398,1.58,0.9115,0.5186
38,1.2531,1.3317,1.7597,0.4587,1.5636
39,1.4667,1.0953,1.582,0.7632,1.6214
40,1.2336,0.9018,0.9316,0.8282,1.9511
41,0.8469,1.3537,0.9381,0.937,1.9673
42,0.9459,0.6582,0.4546,1.3897,2.1038
43,0.583,0.9434,1.1373,0.5008,1.6468
44,0.6921,0.3365,0.7331,0.4804,1.8681
45,1.1277,1.2681,0.753,0.5254,0.5719
46,0.3739,0.5928,1.1845,1.7516,1.9404
47,1.5805,1.2471,0.6758,1.0924,1.5322
48,0.4919,0.8208,0.9052,0.779,1.3953
49,0.9967,1.9799,0.9919,1.3958,0.6211
50,1.2621,1.5402,0.4821,0.8048,0.9991
51,1.5309,0.3892,0.6802,1.9343,0.6891
52,0.5652,0.8025,1.7453,1.6269,1.014
53,1.737,0.4723,1.3266,1.6566,0.5718
54,0.5341,0.8873,1.0969,1.4107,0.8322
55,0.6496,1.5689,0.869,1.1838,1.241
56,1.3627,1.4353,1.3614,0.6392,0.8164
57,0.5803,0.6624,0.8359,1.1416,0.6561
58,0.8718,0.4361,1.6588,0.8269,0.8455
59,0.7527,0.6336,0.233,1.8503,2.1717
60,1.5619,1.4266,0.9068,1.3829,0.86
61,1.1008,1.2157,1.6186,1.1338,0.4853
62,0.6899,0.662,0.5882,2.1545,2.0015
63,0.9176,1.1806,0.5131,0.4622,1.9801
64,0.5784,1.427,0.4265,2.0209,0.3859
65,0.8732,1.9765,0.8248,1.4291,0.5849
66,1.6992,0.7538,0.6834,0.871,0.8942
67,1.2811,0.5164,1.918,1.2301,1.4799
68,0.9843,0.6232,0.7304,1.7914,1.5165
69,1.0131,0.581,1.4327,0.8157,1.3143
70,0.7325,0.5689,0.5412,1.1278,0.7319
71,0.6086,0.8688,2.0355,0.608,1.6775
72,0.8543,0.784,1.5697,0.4701,0.5606
73,0.3843,0.9056,0.884,0.7567,1.354
74,0.8536,0.9544,0.8475,0.5048,1.5649
75,1.9785,1.6232,1.5285,1.0044,1.1813
76,0.4677,1.5882,0.7896,1.7987,0.8211
77,0.8228,0.9515,0.7178,1.6797,1.1178
78,0.3742,1.412,0.586,0.7519,1.1956
79,0.8203,0.5753,0.1146,0.1714,0.3023
80,0.58,0.3265,0.8908,1.4018,0.4734
81,1.3764,0.468,0.5649,0.8331,0.8748
82,0.6686,1.6769,2.1371,1.1769,2.0565
83,0.8795,0.4626,1.5581,1.4013,1.034
84,0.3292,0.6019,0.2485,0.5487,0.9384
85,0.4511,1.263,0.8595,0.8596,0.2524
86,0.4803,0.6353,1.9538,0.8264,0.2626
87,0.8979,0.991,0.3031,0.7303,0.6723
88,0.5426,0.7761,0.8838,0.1906,0.752
89,1.2743,0.5979,1.2025,0.6988,0.629
90,0.2776,0.4182,1.9329,0.9394,0.7808
91,1.5611,1.1504,1.468,0.5012,0.5036
92,1.6065,0.7645,0.7379,0.6881,1.2816
93,0.8229,1.6958,0.5054,1.6304,1.6943
94,1.7633,1.2208,1.514,0.1407,0.8182
95,0.9992,1.0077,0.7575,1.4491,2.0588
96,1.0658,0.6776,0.6325,0.8311,1.3536
97,0.6479,0.9623,1.5621,1.4334,1.2972
98,0.4628,0.4186,0.6804,0.5991,0.3239
99,1.9347,0.64,0.803,1.1428,1.7724
