time,region_1,region_2,region_3,region_4,region_5
0,1.6223,1.1317,1.923,1.0829,0.7229
1,0.5918,0.5339,0.9438,1.2699,2.124
2,1.1363,1.2386,0.6184,0.5533,1.6722
3,1.2983,1.618,0.7852,1.034,0.7057
4,0.3566,0.285,0.6072,0.6855,1.0826
5,0.9285,0.5783,0.8223,0.8931,0.5057
6,0.9697,1.6854,0.8624,0.5853,1.1741
7,0.909,0.5549,0.7083,0.8897,1.3621
8,0.7418,1.7366,1.5229,1.4863,0.3972
9,1.1789,1.6474,0.674,1.7489,0.6738
10,0.7384,0.6529,0.5371,1.7673,0.6257
11,1.4263,0.7368,0.241,0.8243,1.8284
12,0.352,0.4805,1.2322,0.6934,1.4333
13,0.8234,1.6855,1.4318,2.0877,1.3107
14,0.7903,1.2011,0.9497,1.1434,1.9865
15,1.8095,0.3686,1.4255,0.7915,1.355
16,1.6698,0.8867,1.4477,1.1111,1.1308
17,1.2115,1.5243,0.3649,1.3685,0.7524
18,0.1618,0.6939,1.2626,2.0287,1.1921
19,0.9349,0.7751,1.6334,0.9647,0.6107
20,0.9005,0.7423,1.8743,1.5341,1.0542
21,1.5723,0.9411,2.0764,0.7789,0.435
22,0.4591,1.3517,1.3445,0.3351,1.8799
23,1.4177,0.3808,0.6739,1.1734,0.719
24,0.7171,1.8056,1.0615,1.0141,1.8144
25,0.7506,0.3684,1.8848,1.913,0.2578
26,0.8787,1.7076,1.2677,1.3537,0.6498
27,1.3254,0.9489,0.6484,0.8625,0.706
28,1.2327,0.7273,1.0859,0.8383,0.6272
29,0.8444,1.1081,0.9721,1.8283,0.5824
30,0.7868,1.0016,2.1655,0.25,0.8061
31,0.5787,1.0929,0.5253,1.8755,0.8987
32,0.4993,0.6422,1.0865,1.0408,1.1793
33,0.4076,0.2976,1.6745,1.8861,1.1736
34,0.9191,1.5033,1.0835,2.0646,1.7858
35,0.7633,0.6475,0.7964,1.2471,0.9571
36,0.9826,2.3909,0.2127,1.4353,0.6389
37,0.2217,0.6415,0.9111,0.2187,0.8099
38,0.516,1.7911,0.6168,0.3496,0.825
39,0.312,0.8817,1.6401,1.4644,0.4776
40,1.6381,0.5267,0.7848,0.5674,1.301
41,1.2273,0.2416,0.9228,0.6532,0.7749
42,0.6734,1.0999,0.8278,1.7931,1.0249
43,0.7944,2.2831,0.7684,1.0578,0.7188
44,1.8589,0.8967,0.7165,1.3205,0.673
45,1.2794,0.4211,1.0797,1.4216,1.8833
46,0.9096,0.4801,0.3175,0.5848,1.0016
47,0.6467,1.11,0.5435,1.3623,0.5774
48,0.608,1.069,1.0939,2.1932,1.1779
49,0.5696,1.1807,0.9507,0.8491,0.7415
50,0.6425,0.908,1.0046,1.3114,0.3675
51,0.4782,1.9142,0.4928,1.7638,0.4847
52,0.8354,0.7179,1.8111,1.0116,1.2978
53,1.5026,0.6861,0.5407,1.9388,0.683
54,0.6025,0.8477,0.774,1.3229,1.8541
55,0.624,0.4611,0.8694,0.9035,0.4294
56,1.8538,0.9349,0.5917,0.7892,0.4479
57,0.5669,1.3166,0.5935,1.122,1.7347
58,1.1392,1.5021,0.7522,0.6013,0.8256
59,0.864,1.037,0.8446,0.7325,0.521
60,0.6108,1.3099,1.2747,0.6884,1.1669
61,0.2557,1.0171,1.9643,1.8468,1.443
62,0.6692,0.5913,0.8184,0.9942,0.5573
63,0.9512,0.4113,0.0524,1.1277,0.5915
64,0.2096,0.3226,0.9662,1.2173,1.2614
65,1.1969,1.7611,1.2818,1.2189,0.6746
66,1.781,0.9813,0.6581,0.9602,2.1752
67,2.0433,2.1195,0.638,1.2394,0.5951
68,1.6737,0.8139,1.197,1.086,1.2991
69,1.0437,1.6683,0.813,1.4465,0.4416
70,0.8808,0.9541,1.068,1.8507,0.4437
71,0.7422,0.3779,1.0134,0.3262,0.6569
72,0.7855,0.8119,1.2937,0.4998,2.0681
73,0.6408,1.0149,0.5331,0.8648,1.7353
74,0.9214,2.3065,1.196,0.5389,0.8483
75,0.4848,1.2051,0.6583,1.9119,1.4128
76,1.7349,1.7229,0.4068,1.4851,0.3771
77,0.5621,0.4211,0.656,1.9626,0.5528
78,1.9314,0.5404,0.469,1.1608,1.7147
79,0.5824,1.3323,1.6609,0.5655,1.8457
80,0.8438,2.1614,1.0149,0.8685,1.2187
81,0.735,1.7395,0.9272,1.1253,0.4616
82,0.538,1.2146,0.596,1.9831,0.8112
83,0.473,1.9526,0.7071,1.1369,0.4894
84,2.1387,0.9008,1.4175,1.0791,1.6374
85,0.373,1.6039,0.9675,0.3508,1.1858
86,0.4885,0.459,0.4225,0.79,0.5833
87,0.55,0.4169,2.1005,0.5029,0.8931
88,0.5265,1.3037,1.8276,0.7401,0.3672
89,0.6045,0.8217,0.5439,0.7892,1.2521
90,1.0474,0.6216,0.9055,1.2753,0.6311
91,1.5137,0.8575,0.2411,0.2696,0.4331
92,2.2551,0.4591,0.5428,0.755,0.6574
93,1.6749,0.4051,0.4587,1.3627,0.7059
94,0.7754,0.5824,0.4935,0.3834,0.8796
95,1.1017,1.5301,0.5863,0.349,1.3356
96,0.6357,1.2713,1.1041,1.104,0.2464
97,0.9789,1.515,0.5484,0.9018,1.3658
98,0.4834,0.5727,0.7684,1.6186,1.4604
99,1.1082,1.354,1.5449,1.3897,0.5969
